"id","brks","type","acc"
"4_3",8700,"True","True"
"4_3",8800,"True","True"
"4_3",8900,"True","True"
"4_3",9000,"True","True"
"4_3",9200,"True","True"
"4_3",9400,"True","True"
"4_3",9500,"True","True"
"4_3",9600,"True","True"
"4_3",9800,"True","True"
"4_3",302,"Model","Accurate"
"4_3",564,"Model","Inaccurate"
"4_3",597,"Model","Accurate"
"4_3",700,"Model","Accurate"
"4_3",892,"Model","Accurate"
"4_3",1101,"Model","Accurate"
"4_3",1502,"Model","Accurate"
"4_3",1601,"Model","Accurate"
"4_3",1696,"Model","Accurate Duplicate"
"4_3",1703,"Model","Accurate Duplicate"
"4_3",1904,"Model","Accurate"
"4_3",2002,"Model","Accurate"
"4_3",2302,"Model","Accurate"
"4_3",2402,"Model","Accurate"
"4_3",2503,"Model","Accurate"
"4_3",2602,"Model","Accurate"
"4_3",2702,"Model","Accurate"
"4_3",2802,"Model","Accurate"
"4_3",3099,"Model","Accurate"
"4_3",3197,"Model","Accurate"
"4_3",3305,"Model","Accurate"
"4_3",3487,"Model","Inaccurate"
"4_3",3603,"Model","Accurate"
"4_3",3699,"Model","Accurate"
"4_3",4003,"Model","Accurate"
"4_3",4093,"Model","Accurate Duplicate"
"4_3",4099,"Model","Accurate Duplicate"
"4_3",4104,"Model","Accurate Duplicate"
"4_3",4202,"Model","Accurate"
"4_3",4503,"Model","Accurate"
"4_3",4700,"Model","Accurate Duplicate"
"4_3",4703,"Model","Accurate Duplicate"
"4_3",4802,"Model","Accurate"
"4_3",4903,"Model","Accurate"
"4_3",5002,"Model","Accurate"
"4_3",5196,"Model","Accurate Duplicate"
"4_3",5200,"Model","Accurate Duplicate"
"4_3",5297,"Model","Accurate"
"4_3",5703,"Model","Accurate"
"4_3",5800,"Model","Accurate"
"4_3",5903,"Model","Accurate"
"4_3",6002,"Model","Accurate"
"4_3",6101,"Model","Accurate Duplicate"
"4_3",6104,"Model","Accurate Duplicate"
"4_3",6206,"Model","Accurate"
"4_3",6404,"Model","Accurate"
"4_3",6502,"Model","Accurate"
"4_3",6802,"Model","Accurate"
"4_3",6903,"Model","Inaccurate"
"4_3",6999,"Model","Accurate Duplicate"
"4_3",7002,"Model","Accurate Duplicate"
"4_3",7075,"Model","Inaccurate"
"4_3",7104,"Model","Accurate"
"4_3",7189,"Model","Accurate Duplicate"
"4_3",7206,"Model","Accurate Duplicate"
"4_3",7301,"Model","Accurate"
"4_3",7498,"Model","Accurate"
"4_3",7600,"Model","Accurate"
"4_3",7704,"Model","Accurate"
"4_3",7802,"Model","Accurate Duplicate"
"4_3",7822,"Model","Inaccurate Duplicate"
"4_3",7902,"Model","Accurate"
"4_3",8303,"Model","Accurate"
"4_3",8413,"Model","Accurate"
"4_3",8601,"Model","Accurate"
"4_3",8703,"Model","Accurate"
"4_3",8801,"Model","Accurate"
"4_3",8902,"Model","Accurate"
"4_3",9010,"Model","Accurate"
"4_3",9165,"Model","Inaccurate"
"4_3",9201,"Model","Accurate"
"4_3",9401,"Model","Accurate"
"4_3",9501,"Model","Accurate"
"4_3",9601,"Model","Accurate"
"4_3",9803,"Model","Accurate"
"4_3",10000,"Model","Inaccurate"
"5_3",100,"True","True"
"5_3",200,"True","True"
"5_3",400,"True","True"
"5_3",500,"True","True"
"5_3",700,"True","True"
"5_3",800,"True","True"
"5_3",1000,"True","True"
"5_3",1100,"True","True"
"5_3",1200,"True","True"
"5_3",1400,"True","True"
"5_3",1500,"True","True"
"5_3",1600,"True","True"
"5_3",1700,"True","True"
"5_3",1800,"True","True"
"5_3",1900,"True","True"
"5_3",2100,"True","True"
"5_3",2300,"True","True"
"5_3",2400,"True","True"
"5_3",2500,"True","True"
"5_3",2600,"True","True"
"5_3",2700,"True","True"
"5_3",2800,"True","True"
"5_3",2900,"True","True"
"5_3",3100,"True","True"
"5_3",3600,"True","True"
"5_3",3700,"True","True"
"5_3",4000,"True","True"
"5_3",4100,"True","True"
"5_3",4200,"True","True"
"5_3",4300,"True","True"
"5_3",4400,"True","True"
"5_3",4500,"True","True"
"5_3",4600,"True","True"
"5_3",4700,"True","True"
"5_3",4800,"True","True"
"5_3",5000,"True","True"
"5_3",5200,"True","True"
"5_3",5500,"True","True"
"5_3",5800,"True","True"
"5_3",6000,"True","True"
"5_3",6100,"True","True"
"5_3",6400,"True","True"
"5_3",6500,"True","True"
"5_3",6600,"True","True"
"5_3",6700,"True","True"
"5_3",6800,"True","True"
"5_3",6900,"True","True"
"5_3",7000,"True","True"
"5_3",7300,"True","True"
"5_3",7400,"True","True"
"5_3",7500,"True","True"
"5_3",7600,"True","True"
"5_3",7700,"True","True"
"5_3",7800,"True","True"
"5_3",8000,"True","True"
"5_3",8100,"True","True"
"5_3",8300,"True","True"
"5_3",8500,"True","True"
"5_3",8600,"True","True"
"5_3",8700,"True","True"
"5_3",8800,"True","True"
"5_3",9000,"True","True"
"5_3",9100,"True","True"
"5_3",9300,"True","True"
"5_3",9400,"True","True"
"5_3",9600,"True","True"
"5_3",102,"Model","Accurate"
"5_3",202,"Model","Accurate"
"5_3",288,"Model","Inaccurate"
"5_3",403,"Model","Accurate"
"5_3",499,"Model","Accurate Duplicate"
"5_3",504,"Model","Accurate Duplicate"
"5_3",701,"Model","Accurate"
"5_3",802,"Model","Accurate"
"5_3",1002,"Model","Accurate"
"5_3",1102,"Model","Accurate"
"5_3",1204,"Model","Accurate"
"5_3",1402,"Model","Accurate"
"5_3",1502,"Model","Accurate"
"5_3",1602,"Model","Accurate"
"5_3",1703,"Model","Accurate"
"5_3",1802,"Model","Accurate"
"5_3",1902,"Model","Accurate"
"5_3",2101,"Model","Accurate"
"5_3",2302,"Model","Accurate Duplicate"
"5_3",2308,"Model","Accurate Duplicate"
"5_3",2400,"Model","Accurate"
"5_3",2501,"Model","Accurate"
"5_3",2603,"Model","Accurate"
"5_3",2703,"Model","Accurate Duplicate"
"5_3",2706,"Model","Accurate Duplicate"
"5_3",2803,"Model","Accurate"
"5_3",2903,"Model","Accurate"
"5_3",3110,"Model","Accurate"
"5_3",3606,"Model","Accurate"
"5_3",3690,"Model","Accurate Duplicate"
"5_3",3701,"Model","Accurate Duplicate"
"5_3",3995,"Model","Accurate Duplicate"
"5_3",4002,"Model","Accurate Duplicate"
"5_3",4106,"Model","Accurate"
"5_3",4147,"Model","Inaccurate Duplicate"
"5_3",4148,"Model","Inaccurate Duplicate"
"5_3",4201,"Model","Accurate"
"5_3",4295,"Model","Accurate"
"5_3",4400,"Model","Accurate"
"5_3",4505,"Model","Accurate"
"5_3",4602,"Model","Accurate"
"5_3",4702,"Model","Accurate"
"5_3",4802,"Model","Accurate"
"5_3",5000,"Model","Accurate"
"5_3",5217,"Model","Accurate"
"5_3",5502,"Model","Accurate"
"5_3",5802,"Model","Accurate"
"5_3",6002,"Model","Accurate"
"5_3",6098,"Model","Accurate"
"5_3",6400,"Model","Accurate Duplicate"
"5_3",6405,"Model","Accurate Duplicate"
"5_3",6426,"Model","Inaccurate"
"5_3",6502,"Model","Accurate"
"5_3",6598,"Model","Accurate Duplicate"
"5_3",6602,"Model","Accurate Duplicate"
"5_3",6701,"Model","Accurate"
"5_3",6800,"Model","Accurate"
"5_3",6902,"Model","Accurate"
"5_3",7010,"Model","Accurate"
"5_3",7303,"Model","Accurate"
"5_3",7402,"Model","Accurate"
"5_3",7500,"Model","Accurate"
"5_3",7603,"Model","Accurate"
"5_3",7703,"Model","Accurate"
"5_3",7804,"Model","Accurate"
"5_3",7906,"Model","Inaccurate"
"5_3",8002,"Model","Accurate"
"5_3",8101,"Model","Accurate"
"5_3",8303,"Model","Accurate"
"5_3",8502,"Model","Accurate"
"5_3",8604,"Model","Accurate"
"5_3",8704,"Model","Accurate"
"5_3",8798,"Model","Accurate"
"5_3",9007,"Model","Accurate"
"5_3",9104,"Model","Accurate"
